"","politician_name","vcard","url"
"3797","Spessard Holland","Spessard Lindsey HollandUnited States Senatorfrom FloridaIn officeSeptember 25, 1946 – January 3, 1971Preceded byCharles O. AndrewsSucceeded byLawton Chiles28th Governor of FloridaIn officeJanuary 7, 1941 – January 2, 1945Preceded byFred P. ConeSucceeded byMillard CaldwellMember of the Florida SenateIn office1932–1940
Personal detailsBorn(1892-07-10)July 10, 1892Bartow, FloridaDiedNovember 6, 1971(1971-11-06) (aged 79)Bartow, FloridaResting placeWildwood CemeteryBartow, FloridaPolitical partyDemocraticSpouse(s)Mary Agnes Groover HollandChildren4Alma materEmory CollegeUniversity of FloridaAwardsDistinguished Service CrossMilitary serviceAllegiance United StatesBranch/service United States ArmyUnited States Army Signal Corps Aviation SectionRankCaptainUnitCoast Artillery Corps24th Flying SquadronBattles/warsWorld War I","https://en.wikipedia.org/wiki/Spessard_Holland"
"3798","Lawton Chiles","Lawton Chiles41st Governor of FloridaIn officeJanuary 8, 1991 – December 12, 1998LieutenantBuddy MacKayPreceded byBob MartinezSucceeded byBuddy MacKayUnited States Senatorfrom FloridaIn officeJanuary 3, 1971 – January 3, 1989Preceded bySpessard HollandSucceeded byConnie Mack IIIChair of the Senate Committee on the BudgetIn officeJanuary 3, 1987 – January 3, 1989Preceded byPete DomeniciSucceeded byJim SasserChair of the Senate Special Committee on AgingIn officeJanuary 3, 1979 – January 3, 1981Preceded byFrank ChurchSucceeded byJohn HeinzMember of the Florida Senatefrom the 28th district26th (1966-1967)In officeNovember 8, 1966 – November 3, 1970Preceded byRedistrictedSucceeded byBob BrannenMember of the Florida House of Representativesfrom Polk County, Group 1In officeNovember 4, 1958 – November 8, 1966Preceded byRoy SurlesSucceeded byJohn R. Clark
Personal detailsBornLawton Mainor Chiles Jr.(1930-04-03)April 3, 1930Lakeland, Florida, U.S.DiedDecember 12, 1998(1998-12-12) (aged 68)Tallahassee, Florida, U.S.Resting placeChiles Family Estate Lakeland, FloridaPolitical partyDemocraticSpouse(s)Rhea May Grafton (m. 1951)Children4Alma materUniversity of Florida (BA, JD)[1]Military serviceAllegiance United StatesBranch/service United States ArmyYears of service1953–1954Battles/warsKorean War","https://en.wikipedia.org/wiki/Lawton_Chiles"
"3799","Richard Stone","Sir Richard StoneStone in 1984Born(1913-08-30)30 August 1913London, England, United KingdomDied6 December 1991(1991-12-06) (aged 78)Cambridge, England, United KingdomNationalityBritishInstitutionCambridge UniversityFieldEconomicsAlma materCambridge UniversityDoctoralstudentsJames MirrleesAngus DeatonInfluencesJames MeadeColin ClarkContributionsNational accounts, input-outputAwardsNobel Memorial Prize in Economic Sciences (1984)Information at IDEAS / RePEc","https://en.wikipedia.org/wiki/Richard_Stone"
"3800","Paula Hawkins","Paula HawkinsUnited States Senatorfrom FloridaIn officeJanuary 1, 1981 – January 3, 1987Preceded byRichard StoneSucceeded byBob Graham
Personal detailsBornPaula Fickes(1927-01-24)January 24, 1927Salt Lake City, Utah, U.S.DiedDecember 4, 2009(2009-12-04) (aged 82)Winter Park, Florida, U.S.Political partyRepublicanSpouse(s)Gene HawkinsChildren3EducationUtah State University (BA)","https://en.wikipedia.org/wiki/Paula_Hawkins"
"3801","Bob Graham","Bob GrahamUnited States Senatorfrom FloridaIn officeJanuary 3, 1987 – January 3, 2005Preceded byPaula HawkinsSucceeded byMel MartínezChair of the Senate Intelligence CommitteeIn officeJune 6, 2001 – January 3, 2003Preceded byRichard ShelbySucceeded byPat Roberts38th Governor of FloridaIn officeJanuary 2, 1979 – January 3, 1987LieutenantWayne MixsonPreceded byReubin AskewSucceeded byWayne MixsonMember of the Florida Senatefrom the 33rd district48th (1970–1972)In officeNovember 3, 1970 – November 7, 1978Preceded byRichard StoneSucceeded byJohn A. HillMember of the Florida House of Representativesfrom the 105th districtDade County, Group 16 (1966–1967)In officeNovember 8, 1966 – November 3, 1970Preceded byDistrict establishedSucceeded bySherman Winn
Personal detailsBornDaniel Robert Graham (1936-11-09) November 9, 1936 (age 83)Coral Gables, Florida, U.S.Political partyDemocraticSpouse(s)Adele KhouryChildren4 (including Gwen)EducationUniversity of Florida (BA)Harvard University (JD)Signature","https://en.wikipedia.org/wiki/Bob_Graham"
"3802","Mel Martínez","Mel MartínezUnited States Senatorfrom FloridaIn officeJanuary 3, 2005 – September 9, 2009Preceded byBob GrahamSucceeded byGeorge LeMieuxGeneral Chair of the Republican National CommitteeIn officeJanuary 19, 2007 – October 19, 2007Served with Mike Duncan (National Chair)Preceded byKen Mehlman (chair)Succeeded byMike Duncan (chair)12th United States Secretary of Housing and Urban DevelopmentIn officeJanuary 24, 2001 – December 13, 2003PresidentGeorge W. BushPreceded byAndrew CuomoSucceeded byAlphonso Jackson2nd Mayor of Orange CountyIn office1998–2001Preceded byLinda ChapinSucceeded byRichard Crotty
Personal detailsBornMelquíades Rafael Martínez Ruiz (1946-10-23) October 23, 1946 (age 73)Sagua La Grande, CubaPolitical partyDemocratic (Before 1979)[1]Republican (1979–present)Spouse(s)Kitty MartínezChildren3EducationOrlando Junior CollegeFlorida State University (BA, JD)","https://en.wikipedia.org/wiki/Mel_Martinez"
"3803","Marco Rubio","Marco RubioChair of the Senate Small Business CommitteeIncumbentAssumed office January 3, 2019Preceded byJim RischUnited States Senatorfrom FloridaIncumbentAssumed office January 3, 2011Serving with Rick ScottPreceded byGeorge LeMieux94th Speaker of the Florida House of RepresentativesIn officeNovember 21, 2006 – November 18, 2008Preceded byAllan BenseSucceeded byRay SansomMember of the Florida House of Representativesfrom the 111th districtIn officeJanuary 25, 2000 – November 7, 2008Preceded byCarlos ValdesSucceeded byErik Fresen
Personal detailsBornMarco Antonio Rubio (1971-05-28) May 28, 1971 (age 48)Miami, Florida, U.S.Political partyRepublicanSpouse(s)Jeanette Dousdebes (m. 1998)Children4EducationTarkio CollegeSanta Fe CollegeUniversity of Florida (BA)University of Miami (JD)SignatureWebsiteSenate website","https://en.wikipedia.org/wiki/Marco_Rubio"
"3804","Rick Scott","Rick ScottUnited States Senatorfrom FloridaIncumbentAssumed office January 8, 2019Serving with Marco RubioPreceded byBill Nelson45th Governor of FloridaIn officeJanuary 4, 2011 – January 7, 2019[a]LieutenantJennifer CarrollCarlos Lopez-CanteraPreceded byCharlie CristSucceeded byRon DeSantis
Personal detailsBornRichard Lynn Myers (1952-12-01) December 1, 1952 (age 67)Bloomington, Illinois, U.S.Political partyRepublicanSpouse(s)Ann Holland (m. 1972)Children2EducationUniversity of Missouri–Kansas City (BA)Southern Methodist University (JD)Net worth$255 million (2018)[2]SignatureWebsiteSenate websiteMilitary serviceAllegiance United StatesBranch/service United States NavyYears of service1971–1974[3]RankPetty officer third class[4]UnitUSS Glover (FF-1098)","https://en.wikipedia.org/wiki/Rick_Scott"
"3805","Thomas F. Bayard Jr.","Thomas F. Bayard Jr.United States Senatorfrom DelawareIn officeNovember 8, 1922 – March 3, 1929Preceded byT. Coleman du PontSucceeded byJohn G. Townsend Jr.
Personal detailsBornThomas Francis Bayard Jr.(1868-06-04)June 4, 1868Wilmington, Delaware, U.S.DiedJuly 12, 1942(1942-07-12) (aged 74)Wilmington, Delaware, U.S.Political partyDemocraticSpouse(s)Elizabeth Bradford du Pont (m. 1908)ResidenceWilmington, Delaware, U.S.Alma materYale UniversityProfessionlawyer","https://en.wikipedia.org/wiki/Thomas_F._Bayard,_Jr."
"3806","Chris Coons","Chris CoonsUnited States Senatorfrom DelawareIncumbentAssumed office November 15, 2010Serving with Tom CarperPreceded byTed KaufmanVice Chair of the Senate Ethics CommitteeIncumbentAssumed office January 3, 2017Preceded byBarbara BoxerCounty Executive of New Castle CountyIn officeJanuary 4, 2005 – November 15, 2010Preceded byThomas GordonSucceeded byPaul ClarkPresident of the New Castle County CouncilIn officeJanuary 2, 2001 – January 4, 2005Preceded byStephanie HansenSucceeded byPaul Clark
Personal detailsBornChristopher Andrew Coons (1963-09-09) September 9, 1963 (age 56)Greenwich, Connecticut, U.S.Political partyDemocratic (1988–present)Other politicalaffiliationsRepublican (before 1988)Spouse(s)Annie Lingenfelter (m. 1996)Children3EducationAmherst College (BA)Yale University (MA, JD)WebsiteSenate website","https://en.wikipedia.org/wiki/Chris_Coons"
"3807","T. Coleman du Pont","Thomas Coleman du PontDupont in 1920United States Senatorfrom DelawareIn officeMarch 4, 1925 – December 9, 1928Preceded byL. Heisler BallSucceeded byDaniel O. HastingsIn officeJuly 7, 1921 – November 7, 1922Preceded byJosiah O. WolcottSucceeded byThomas F. Bayard, Jr.
Personal detailsBorn(1863-12-11)December 11, 1863Louisville, Kentucky, U.S.DiedNovember 11, 1930(1930-11-11) (aged 66)Wilmington, Delaware, U.S.Political partyRepublicanSpouse(s)Alice Elsie du PontChildrenFrancis Victor DuPont[1]ResidenceWilmington, Delaware, U.S.Alma materMassachusetts Institute of TechnologyOccupationengineer, corporate executive","https://en.wikipedia.org/wiki/T._Coleman_du_Pont"
"3808","John G. Townsend Jr.","John G. Townsend Jr.United States Senatorfrom DelawareIn officeMarch 4, 1929 – January 3, 1941Preceded byThomas F. Bayard Jr.Succeeded byJames M. Tunnell55th Governor of DelawareIn officeJanuary 16, 1917 – January 18, 1921LieutenantLewis T. EliasonPreceded byCharles R. MillerSucceeded byWilliam D. DenneyMember of the Delaware House of RepresentativesIn officeJanuary 13, 1903 - January 10, 1905
Personal detailsBorn(1871-05-31)May 31, 1871Worcester County, MarylandDiedApril 10, 1964(1964-04-10) (aged 92)Philadelphia, PennsylvaniaPolitical partyRepublicanSpouse(s)Jennie CollinsResidenceSelbyville, DelawareOccupationbusinessman","https://en.wikipedia.org/wiki/John_G._Townsend,_Jr."
"3809","James H. Hughes","James H. HughesUnited States Senatorfrom DelawareIn officeJanuary 3, 1937 – January 3, 1943Preceded byDaniel O. HastingsSucceeded byC. Douglass BuckDelaware Secretary of StateIn office1897-1901GovernorEbe W. TunnellPreceded byWilliam H. BoyceSucceeded byCaleb R. Layton
Personal detailsBornJames Hurd Hughes(1867-01-14)January 14, 1867Felton, Delaware, U.S.DiedAugust 29, 1953(1953-08-29) (aged 86)Lewes, Delaware, U.S.Political partyDemocraticSpouse(s)Caroline TaylorResidenceDover, Delaware, U.S.Professionlawyer","https://en.wikipedia.org/wiki/James_H._Hughes"
"3810","James M. Tunnell","James TunnellUnited States Senatorfrom DelawareIn officeJanuary 3, 1941 – January 3, 1947Preceded byJohn G. Townsend Jr.Succeeded byJohn J. Williams
Personal detailsBorn(1879-08-02)August 2, 1879Clarksville, Delaware, U.S.DiedNovember 14, 1957(1957-11-14) (aged 78)Philadelphia, Pennsylvania, U.S.Political partyDemocraticSpouse(s)Sarah Ethel DukesResidenceGeorgetown, Delaware, U.S.Alma materFranklin CollegeOccupationeducatorbankerProfessionlawyerteacher","https://en.wikipedia.org/wiki/James_M._Tunnell"
"3811","C. Douglass Buck","Clayton Douglass BuckUnited States Senatorfrom DelawareIn officeJanuary 3, 1943 – January 3, 1949Preceded byJames H. HughesSucceeded byJ. Allen Frear, Jr.58th Governor of DelawareIn officeJanuary 15, 1929 – January 19, 1937LieutenantJames H. HazelRoy F. CorleyPreceded byRobert P. RobinsonSucceeded byRichard C. McMullen
Personal detailsBorn(1890-03-21)March 21, 1890New Castle, Delaware, U.S.DiedJanuary 27, 1965(1965-01-27) (aged 74)New Castle, Delaware, U.S.Political partyRepublicanSpouse(s)Alice du PontResidenceNew Castle, Delaware, U.S.Alma materUniversity of PennsylvaniaProfessionengineer","https://en.wikipedia.org/wiki/Clayton_D._Buck"
"3812","J. Allen Frear Jr.","J. Allen Frear Jr.United States Senatorfrom DelawareIn officeJanuary 3, 1949 – January 3, 1961Preceded byC. Douglass BuckSucceeded byJ. Caleb Boggs
Personal detailsBornJoseph Allen Frear Jr.(1903-03-07)March 7, 1903Kent County, Delaware, U.S.DiedJanuary 15, 1993(1993-01-15) (aged 89)Dover, Delaware, U.S.Political partyDemocraticResidenceDover, DelawareAlma materUniversity of DelawareOccupationBusinessmanMilitary serviceBranch/serviceUnited States ArmyYears of service1944–1946RankMajorBattles/warsWorld War II","https://en.wikipedia.org/wiki/J._Allen_Frear,_Jr."
"3813","Joe Biden","Joe Biden47th Vice President of the United StatesIn officeJanuary 20, 2009 – January 20, 2017PresidentBarack ObamaPreceded byDick CheneySucceeded byMike PenceUnited States Senatorfrom DelawareIn officeJanuary 3, 1973 – January 15, 2009Preceded byJ. Caleb BoggsSucceeded byTed KaufmanChairman of theSenate Foreign Relations CommitteeIn officeJanuary 3, 2007 – January 3, 2009Preceded byRichard LugarSucceeded byJohn KerryIn officeJune 6, 2001 – January 3, 2003Preceded byJesse HelmsSucceeded byRichard LugarIn officeJanuary 3, 2001 – January 20, 2001Preceded byJesse HelmsSucceeded byJesse HelmsChairman of theInternational Narcotics Control CaucusIn officeJanuary 3, 2007 – January 3, 2009Preceded byChuck GrassleySucceeded byDianne FeinsteinChairman of theSenate Judiciary CommitteeIn officeJanuary 3, 1987 – January 3, 1995Preceded byStrom ThurmondSucceeded byOrrin HatchMember of the New Castle County Council  from the 4th districtIn officeNovember 4, 1970 – November 8, 1972Preceded byHenry R. FolsomSucceeded byFrancis J. Swift
Personal detailsBornJoseph Robinette Biden Jr. (1942-11-20) November 20, 1942 (age 77)Scranton, Pennsylvania, U.S.Political partyDemocratic (1969–present)Other politicalaffiliationsIndependent (1968–1969)Spouse(s)Neilia Hunter(m. 1966; died 1972)Jill Jacobs (m. 1977)ChildrenBeauHunterNaomiAshleyEducationUniversity of Delaware (BA)Syracuse University (JD)AwardsGold Medal of Freedom (2009) Presidential Medal of Freedom with Distinction (2017)SignatureWebsiteCampaign website","https://en.wikipedia.org/wiki/Joe_Biden"
"3814","Hiram Bingham III","Hiram Bingham IIIUnited States Senator from ConnecticutIn officeJanuary 8, 1925 – March 3, 1933[1]Preceded byFrank Bosworth BrandegeeSucceeded byAugustine Lonergan69th Governor of ConnecticutIn officeJanuary 7, 1925 – January 8, 1925LieutenantJohn H. TrumbullPreceded byCharles A. TempletonSucceeded byJohn H. Trumbull58th Lieutenant Governor of ConnecticutIn office1923–1925GovernorCharles A. TempletonPreceded byCharles A. TempletonSucceeded byJohn H. Trumbull
Personal detailsBorn(1875-11-19)November 19, 1875Honolulu, Kingdom of HawaiiDiedJune 6, 1956(1956-06-06) (aged 80)Washington, D.C.NationalityAmericanPolitical partyRepublicanSpouse(s)1) Alfreda Mitchell (div.)
2) Suzanne Carroll HillChildrenJonathan Brewster BinghamHiram Bingham IV Charles Tiffany Bingham Brewster Bingham Mitchell Bingham Woodbridge Bingham Alfred Mitchell BinghamAlma materYale UniversityUniversity of California-BerkeleyHarvard UniversityMilitary serviceBranch/serviceUnited States National GuardUnited States Army Signal Corps Aviation SectionUnited States Army Air ServiceRankCaptainLieutenant Colonel","https://en.wikipedia.org/wiki/Hiram_Bingham_III"
"3815","Raymond E. Baldwin","Raymond E. BaldwinUnited States Senatorfrom ConnecticutIn officeDecember 27, 1946 – December 16, 1949Preceded byThomas C. HartSucceeded byWilliam Benton72nd & 74th Governor of ConnecticutIn officeJanuary 4, 1939 – January 8, 1941January 6, 1943 – December 27, 1946LieutenantJames L. McConaughyWilliam L. HaddenWilbert SnowPreceded byWilbur Lucius Cross (1939)Robert A. Hurley (1943)Succeeded byRobert A. Hurley (1941)Wilbert Snow (1946)Member of the Connecticut House of RepresentativesIn office1931-1933
Personal detailsBornRaymond Earl Baldwin(1893-08-31)August 31, 1893Rye, New York, U.S.DiedOctober 4, 1986(1986-10-04) (aged 93)Fairfield, Connecticut, U.S.Political partyRepublicanSpouse(s)Edith Lindholm BaldwinChildren3Alma materWesleyan UniversityYale UniversityProfessionlawyer, politician, judgeMilitary serviceBranch/serviceUnited States NavyYears of service1918-1919RankLieutenant (Junior Grade)Battles/warsWorld War I","https://en.wikipedia.org/wiki/Raymond_E._Baldwin"
"3816","Prescott Bush","Prescott BushUnited States Senatorfrom ConnecticutIn officeNovember 4, 1952 – January 3, 1963Preceded byWilliam A. PurtellSucceeded byAbraham Ribicoff
Personal detailsBornPrescott Sheldon Bush(1895-05-15)May 15, 1895Columbus, Ohio, U.S.DiedOctober 8, 1972(1972-10-08) (aged 77)New York City, U.S.Political partyRepublicanSpouse(s)Dorothy Walker (m. 1921)ChildrenPrescott Jr., George, Nancy, Jonathan, BuckyParentsSamuel P. BushFlora SheldonRelativesBush familyEducationYale University (BA)SignatureMilitary serviceAllegiance United StatesBranch/service United States ArmyYears of service1917–1919Rank CaptainUnit158th Field Artillery BrigadeBattles/warsWorld War I","https://en.wikipedia.org/wiki/Prescott_Bush"
"3817","George P. McLean","George Payne McLeanUnited States Senatorfrom ConnecticutIn officeMarch 4, 1911 – March 3, 1929Preceded byMorgan G. BulkeleySucceeded byFrederic C. Walcott59th Governor of ConnecticutIn officeJanuary 9, 1901 – January 7, 1903LieutenantEdwin O. KeelerPreceded byGeorge E. LounsburySucceeded byAbiram ChamberlainMember of the Connecticut House of RepresentativesIn office1883–1884Member of the Connecticut SenateIn office18861889-1891
Personal detailsBorn(1857-10-07)October 7, 1857Simsbury, ConnecticutDiedJune 6, 1932(1932-06-06) (aged 74)Simsbury, ConnecticutPolitical partyRepublicanSpouse(s)Leah Demarest McLeanIsabella (Bishop) McClintock McLean","https://en.wikipedia.org/wiki/George_P._McLean"
