"","politician_name","vcard","url"
"1376","Samuel S. Stratton","Samuel S. StrattonMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1959 – January 3, 1989Preceded byBernard W. KearneySucceeded byMichael R. McNultyConstituency32nd district (1959–63)35th district (1963–71)29th district (1971–73)28th district (1973–83)23rd district (1983–89)Mayor of Schenectady, New YorkIn office1956–1959Preceded byArchibald WempleSucceeded byKenneth S. Sheldon
Personal detailsBornSeptember 27, 1916Yonkers, New YorkDiedSeptember 13, 1990(1990-09-13) (aged 73)Gaithersburg, MarylandResting placeArlington National CemeteryNationalityAmericanPolitical partyDemocraticChildrenBrian U. StrattonAlma materUniversity of RochesterHaverford CollegeHarvard UniversityMilitary serviceAllegiance United States of AmericaBranch/service United States NavyYears of service1942-1946, 1951-1953 (Navy)1946-1951, 1953-1976 (Navy Reserve)RankCaptainBattles/warsWorld War IIKorean WarAwards Bronze Star (2)","https://en.wikipedia.org/wiki/Samuel_S._Stratton"
"1377","Alexander Pirnie","Alexander PirnieMember of the U.S. House of Representativesfrom New York's 34th districtIn officeJanuary 3, 1959 – January 3, 1963Preceded byWilliam R. WilliamsSucceeded byR. Walter RiehlmanMember of the U.S. House of Representatives from New York's 32nd districtIn officeJanuary 3, 1963 – January 3, 1973Preceded bySamuel S. StrattonSucceeded byJames M. Hanley
Personal detailsBorn(1903-04-16)April 16, 1903Pulaski, New YorkDiedJune 12, 1982(1982-06-12) (aged 79)Canastota, New YorkNationalityAmericanPolitical partyRepublicanAlma materCornell UniversityCornell Law SchoolMilitary serviceBranch/serviceUnited States Army (Officers Reserve Corps)RankColonelBattles/warsWorld War IIAwardsLegion of MeritBronze Star Medal","https://en.wikipedia.org/wiki/Alexander_Pirnie"
"1378","Jessica M. Weis","Jessica M. WeisMember of the U.S. House of Representativesfrom New York's 38th districtIn officeJanuary 3, 1959 – January 3, 1963Preceded byKenneth KeatingSucceeded byCharles Goodell
Personal detailsBorn(1901-07-08)July 8, 1901Chicago, IllinoisDiedMay 1, 1963(1963-05-01) (aged 61)Rochester, New YorkPolitical partyRepublicanSpouse(s)Charles William Weis Jr.","https://en.wikipedia.org/wiki/Jessica_M._Weis"
"1379","Otis G. Pike","Otis G. PikeMember of the U.S. House of Representativesfrom New York's 1st districtIn officeJanuary 3, 1961 – January 3, 1979Preceded byStuyvesant WainwrightSucceeded byWilliam Carney
Personal detailsBorn(1921-08-31)August 31, 1921Riverhead, New YorkDiedJanuary 20, 2014(2014-01-20) (aged 92)Vero Beach, FloridaPolitical partyDemocraticSpouse(s)Doris O. Pike Barbe BonjourChildren3ResidenceVero Beach, FloridaAlma materPrinceton University Columbia Law School","https://en.wikipedia.org/wiki/Otis_G._Pike"
"1380","Hugh Carey","Hugh Carey51st Governor of New YorkIn officeJanuary 1, 1975 – December 31, 1982LieutenantMary Anne Krupsak  (1975–78)  Mario Cuomo (1979–82)Preceded byMalcolm WilsonSucceeded byMario CuomoMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1961 – December 31, 1974Preceded byFrancis E. DornSucceeded byLeo C. ZeferettiConstituency12th district (1961–63)15th district (1963–74)
Personal detailsBornHugh Leo Carey(1919-04-11)April 11, 1919Brooklyn, New York, U.S.DiedAugust 7, 2011(2011-08-07) (aged 92)Shelter Island, New York, U.S.Resting placeOur Lady of the Isle Cemetery Dering Harbor, New York, U.S.Political partyDemocraticSpouse(s)Helen Owen(m. 1947; died 1974)Evangeline Gouletas(m. 1981; div. 1989)Children14, including PaulAlma materSt. John's University (B.A., J.D.)ProfessionLawyerMilitary serviceAllegiance United StatesBranch/service United States Army • New York Army National GuardYears of service1939–1946Rank MajorUnit101st Cavalry Regiment415 Infantry Regiment104th Infantry DivisionBattles/warsWorld War II • European TheatreAwardsCroix de GuerreBronze Star Medal","https://en.wikipedia.org/wiki/Hugh_L._Carey"
"1381","Carleton J. King","Carleton J. KingMember of the U.S. House of Representativesfrom New York's 29th districtIn officeJanuary 3, 1973 – December 31, 1974Preceded bySamuel S. StrattonSucceeded byEdward W. PattisonMember of the U.S. House of Representativesfrom New York's 30th districtIn officeJanuary 3, 1963 – January 3, 1973Preceded byLeo W. O'BrienSucceeded byRobert C. McEwenMember of the U.S. House of Representativesfrom New York's 31st districtIn officeJanuary 3, 1961 – January 3, 1963Preceded byDean P. TaylorSucceeded byClarence E. Kilburn
Personal detailsBorn(1904-06-15)June 15, 1904Saratoga Springs, New YorkDiedNovember 19, 1977(1977-11-19) (aged 73)Bradenton, FloridaPolitical partyRepublican","https://en.wikipedia.org/wiki/Carleton_J._King"
"1382","Charles Goodell","Charles GoodellUnited States Senatorfrom New YorkIn officeSeptember 10, 1968 – January 3, 1971Appointed byNelson RockefellerPreceded byRobert F. KennedySucceeded byJames L. BuckleyMember of theU.S. House of Representatives from New YorkIn officeMay 26, 1959 – September 9, 1968Preceded byDaniel A. ReedSucceeded byJames F. HastingsConstituency43rd district (1959–63)38th district (1963–68)
Personal detailsBornCharles Ellsworth Goodell Jr.(1926-03-16)March 16, 1926Jamestown, New York, U.S.DiedJanuary 21, 1987(1987-01-21) (aged 60)Washington, D.C., U.S.Political partyRepublicanSpouse(s)Jean Rice(m. 1954; div. 1978)Patricia Goldman (m. 1978)RelationsAndy Goodell (nephew)Children4, including RogerAlma materWilliams CollegeYale Law School","https://en.wikipedia.org/wiki/Charles_Goodell"
"1383","Benjamin Stanley Rosenthal","Benjamin Stanley RosenthalMember of the U.S. House of Representativesfrom New York's 6th districtIn officeFebruary 20, 1962 – January 3, 1963Preceded byLester HoltzmanSucceeded bySeymour HalpernMember of the U.S. House of Representativesfrom New York's 8th districtIn officeJanuary 3, 1963 – January 3, 1983Preceded byVictor L. AnfusoSucceeded byJames H. ScheuerMember of the U.S. House of Representativesfrom New York's 7th districtIn officeJanuary 3, 1983 – January 4, 1983Preceded byJoseph P. AddabboSucceeded byGary Ackerman
Personal detailsBorn(1923-06-08)June 8, 1923New York City, New York, U.S.DiedJanuary 4, 1983(1983-01-04) (aged 59)Washington, D.C., U.S.Cause of deathCancerResting placeBeth David Cemetery, Elmont, New York, U.S.Political partyDemocraticAlma materNew York University","https://en.wikipedia.org/wiki/Benjamin_S._Rosenthal"
"1384","James R. Grover Jr.","James R. Grover Jr.Member of the U.S. House of Representativesfrom New York's 2nd districtIn officeJanuary 3, 1963 – January 3, 1975Preceded bySteven B. DerounianSucceeded byThomas J. DowneyMember of the New York State Assemblyfrom the 3rd districtIn officeJanuary 1, 1957 – December 31, 1962Preceded byJohn R. BrittingSucceeded byJohn G. McCarthy
Personal detailsBorn(1919-03-05)March 5, 1919Babylon, New YorkDiedOctober 14, 2012(2012-10-14) (aged 93)Babylon, New YorkPolitical partyRepublicanProfessionAttorney","https://en.wikipedia.org/wiki/James_R._Grover,_Jr."
"1385","John M. Murphy","John M. MurphyMember of the U.S. House of Representativesfrom New York's 17th districtIn officeJanuary 3, 1973 – January 3, 1981Preceded byEd KochSucceeded byGuy MolinariMember of the U.S. House of Representativesfrom New York's 16th districtIn officeJanuary 3, 1963 – January 3, 1973Preceded byAdam Clayton Powell, JrSucceeded byElizabeth Holtzman
Personal detailsBornJohn Michael Murphy(1926-08-03)August 3, 1926Staten Island, New York, U.S.DiedMay 25, 2015(2015-05-25) (aged 88)Staten Island, New York, U.S.Political partyDemocraticSpouse(s)Kathleen MurphyChildrenJohn M. Murphy, Jr.
Mark MurphyAlma materAmherst CollegeUnited States Military Academy","https://en.wikipedia.org/wiki/John_M._Murphy"
"1386","Ogden Reid","Ogden ReidMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1963 – January 3, 1975Preceded byEdwin B. DooleySucceeded byRichard OttingerConstituency26th district (1963–73)24th district (1973–75)U.S. Ambassador to IsraelIn officeJuly 2, 1959 – January 19, 1961PresidentDwight D. EisenhowerPreceded byEdward B. LawsonSucceeded byWalworth Barbour
Personal detailsBornOgden Rogers Reid(1925-06-24)June 24, 1925New York City, U.S.DiedMarch 2, 2019(2019-03-02) (aged 93)Waccabuc, New York, U.S.Political partyDemocratic (after 1972)Other politicalaffiliationsRepublican (before 1972)Spouse(s)Mary Louise Stewart (m. 1949)RelationsWhitelaw Reid (grandfather) Whitie Reid (brother)Children6ParentsHelen Rogers ReidOgden Mills ReidEducationThe Buckley School · Deerfield AcademyAlma materYale University","https://en.wikipedia.org/wiki/Ogden_R._Reid"
"1387","Theodore R. Kupferman","Theodore R. KupfermanTheodore R. Kupferman from the Pocket Congressional Directory of the Ninetieth Congress, published in 1967.New York City CouncilIn office1962–1966Preceded byStanley M. IsaacsSucceeded byWoodward KingmanMember of the U.S. House of Representativesfrom New York's 17th districtIn officeFebruary 8, 1966 – January 3, 1969Preceded byJohn LindsaySucceeded byEd Koch
Personal detailsBornTheodore Roosevelt Kupferman(1920-05-12)May 12, 1920New York City, U.S.DiedSeptember 23, 2003(2003-09-23) (aged 83)New York CityResting placeKensico Cemetery, Valhalla, New YorkPolitical partyRepublicanSpouse(s)Frederike Hering (m. Dec. 21, 1957)[1]EducationDeWitt Clinton High School (1937)Alma materCity College of New York (1940)Columbia Law School (1943)Profession
Lawyer
Politician
Judge","https://en.wikipedia.org/wiki/Theodore_R._Kupferman"
"1388","Lester L. Wolff","Lester L. WolffMember of the U.S. House of Representativesfrom New York's 3rd districtIn officeJanuary 3, 1965 – January 3, 1973Preceded bySteven B. DerounianSucceeded byAngelo D. RoncalloMember of the U.S. House of Representativesfrom New York's 6th districtIn officeJanuary 3, 1973 – January 3, 1981Preceded bySeymour HalpernSucceeded byJohn LeBoutillier
Personal detailsBornLester Lionel Wolff (1919-01-04) January 4, 1919 (age 101)New York City, New York, U.S.Political partyDemocraticSpouse(s)Blanche Silvers(m. 1940; died 1997)ResidenceMuttontown, New York, U.S.ProfessionConsultantMilitary serviceAllegiance United StatesBranch/service United States Air ForceRank ColonelUnitCivil Air PatrolBattles/warsWorld War II","https://en.wikipedia.org/wiki/Lester_L._Wolff"
"1389","Herbert Tenzer","Herbert TenzerMember of the U.S. House of Representativesfrom New York's 5th districtIn officeJanuary 3, 1965 – January 3, 1969Preceded byFrank J. BeckerSucceeded byAllard K. Lowenstein
Personal detailsBorn(1905-11-01)November 1, 1905New York City, New YorkDiedMarch 24, 1993(1993-03-24) (aged 87)Lawrence, New YorkPolitical partyDemocratic","https://en.wikipedia.org/wiki/Herbert_Tenzer"
"1390","Frank J. Brasco","Frank James BrascoMember of the U.S. House of Representativesfrom New York's 11th districtIn officeJanuary 3, 1967 – January 3, 1975Preceded byEugene J. KeoghSucceeded byJames H. Scheuer
Personal detailsBorn(1932-10-15)October 15, 1932Brooklyn, New YorkDiedOctober 19, 1998(1998-10-19) (aged 66)Political partyDemocratic PartyAlma materBrooklyn College Brooklyn Law SchoolOccupationAttorney, Politician","https://en.wikipedia.org/wiki/Frank_J._Brasco"
"1391","James H. Scheuer","James H. ScheuerMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1965 – January 3, 1973Preceded byJames C. HealeySucceeded byHerman Badillo(redistricting)Constituency11th district (1975–83)8th district (1983–93)In officeJanuary 3, 1975 – January 3, 1993Preceded byFrank J. BrascoSucceeded byJerrold Nadler(redistricting)Constituency21st district
Personal detailsBornJames Haas ScheuerFebruary 6, 1920New York City, New YorkDiedAugust 29, 2005(2005-08-29) (aged 85)Washington, D.C.Political partyDemocratLiberal Party of New YorkSpouse(s)Emily MalinoChildrenfour","https://en.wikipedia.org/wiki/James_H._Scheuer"
"1392","Jonathan Brewster Bingham","Jonathan Brewster BinghamMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1965 – January 3, 1983Preceded byCharles A. BuckleySucceeded byBenjamin A. Gilman(redistricting)Constituency23rd district (1965–73)22nd district (1973–83)
Personal detailsBorn(1914-04-24)April 24, 1914New Haven, ConnecticutDiedJuly 3, 1986(1986-07-03) (aged 72)New York CityPolitical partyDemocraticSpouse(s)June Rossbach BinghamAlma materYale University Yale Law SchoolAwardsWar Department citationMilitary serviceBranch/serviceUnited States Army","https://en.wikipedia.org/wiki/Jonathan_Brewster_Bingham"
"1393","Richard Ottinger","Richard OttingerMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1975 – January 3, 1985Preceded byOgden ReidSucceeded byJoseph DioGuardiConstituency24th district (1975–83)20th district (1983–85)In officeJanuary 3, 1965 – January 3, 1971Preceded byRobert BarrySucceeded byPeter PeyserConstituency25th district
Personal detailsBornRichard Lawrence Ottinger (1929-01-27) January 27, 1929 (age 91)New York City, New YorkPolitical partyDemocraticSpouse(s)June OttingerChildren4Alma materCornell University Harvard Law School Georgetown UniversityProfessionAttorney, educator, politicianMilitary serviceAllegiance United StatesBranch/service United States Air ForceYears of service1955–1957Rank Captain","https://en.wikipedia.org/wiki/Richard_Ottinger"
"1394","John G. Dow","John G. DowMember of the U.S. House of Representativesfrom New York's 27th districtIn officeJanuary 3, 1971 – January 3, 1973Preceded byMartin B. McKneallySucceeded byHoward W. RobisonIn officeJanuary 3, 1965 – January 3, 1969Preceded byKatharine St. GeorgeSucceeded byMartin B. McKneally
Personal detailsBornJohn Goodchild Dow(1905-05-06)May 6, 1905New York City, New YorkDiedMarch 11, 2003(2003-03-11) (aged 97)Suffern, New YorkPolitical partyDemocraticEducationHarvard UniversityColumbia University","https://en.wikipedia.org/wiki/John_G._Dow"
"1395","Joseph Y. Resnick","Joseph Y. ResnickMember of the U.S. House of Representativesfrom New York's 28th districtIn officeJanuary 3, 1965 – January 3, 1969Preceded byJ. Ernest WhartonSucceeded byHamilton Fish IV
Personal detailsBornJoseph Yale ResnickJuly 13, 1924Ellenville, New YorkDiedOctober 6, 1969(1969-10-06) (aged 45)Las Vegas, NevadaPolitical partyDemocraticSpouse(s)Ruth LehrerResidenceEllenville, NYOccupationbusinessmanMilitary serviceAllegiance United States of AmericaBranch/service United States Merchant MarineBattles/warsWorld War II","https://en.wikipedia.org/wiki/Joseph_Y._Resnick"
"1396","Daniel E. Button","Daniel Evan ButtonMember of the U.S. House of Representativesfrom New York's 29th districtIn officeJanuary 3, 1967 – January 3, 1971Preceded byLeo W. O'BrienSucceeded bySamuel S. Stratton
Personal detailsBorn(1917-11-01)November 1, 1917Dunkirk, New YorkDiedMarch 7, 2009(2009-03-07) (aged 91)Delmar, New YorkPolitical partyRepublican PartyAlma materUniversity of Delaware Columbia University","https://en.wikipedia.org/wiki/Daniel_E._Button"
"1397","Robert C. McEwen","Robert C. McEwenMember of the U.S. House of Representativesfrom New York's 30th districtIn officeJanuary 3, 1973 – January 3, 1981Preceded byDavid O'Brien MartinSucceeded byBarber ConableMember of the U.S. House of Representativesfrom New York's 31st districtIn officeJanuary 3, 1965 – January 3, 1973Preceded byClarence E. KilburnSucceeded byDonald J. MitchellMember of the New York State Senate from the 40th districtIn officeJanuary 1, 1955 – December 31, 1964Preceded byWalter Van WiggerenSucceeded byJohn E. QuinnMember of the New York State Senate from the 39th districtIn officeJanuary 1, 1954 – December 31, 1954Preceded byPaul D. GravesSucceeded byGilbert T. Seelye
Personal detailsBorn(1920-01-05)January 5, 1920Ogdensburg, New YorkDiedJune 15, 1997(1997-06-15) (aged 77)Ogdensburg, New YorkPolitical partyRepublican","https://en.wikipedia.org/wiki/Robert_C._McEwen"
"1398","James M. Hanley","James Michael HanleyMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1965 – January 3, 1981Preceded byR. Walter RiehlmanSucceeded byGeorge C. WortleyConstituency34th district (1965–71)35th district (1971–73)32nd district (1973–81)
Personal detailsBorn(1920-07-19)July 19, 1920Syracuse, New YorkDiedOctober 16, 2003(2003-10-16) (aged 83)Geddes, New YorkPolitical partyDemocraticSpouse(s)Rita Ann Harrington (married 1950)ChildrenPeterChristineResidenceSyracuse, New YorkAlma materSt. Lucy's Academy(Syracuse, New York)OccupationFuneral Director","https://en.wikipedia.org/wiki/James_M._Hanley"
"1399","Barber Conable","Barber ConablePresident of the World Bank GroupIn officeJuly 1, 1986 – September 1, 1991Preceded byTom ClausenSucceeded byLewis PrestonMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1965 – January 3, 1985Preceded byHarold OstertagSucceeded byFred EckertConstituency37th district (1965–73)35th district (1973–83)30th district (1983–85)Member of the New York Senatefrom the 53rd districtIn officeJanuary 1, 1963 – December 31, 1964Preceded byAustin ErwinSucceeded byKenneth Willard
Personal detailsBorn(1922-11-02)November 2, 1922Warsaw, New York, U.S.DiedNovember 30, 2003(2003-11-30) (aged 81)Sarasota, Florida, U.S.Political partyRepublicanSpouse(s)Charlotte WilliamsEducationCornell University (BA, LLB)","https://en.wikipedia.org/wiki/Barber_Conable"
"1400","Richard D. McCarthy","Richard McCarthyMember of the U.S. House of Representativesfrom New York's 39th districtIn officeJanuary 3, 1965 – January 3, 1971Preceded byJohn R. PillionSucceeded byJack Kemp
Personal detailsBorn(1927-09-24)September 24, 1927Buffalo, New YorkDiedMay 5, 1995(1995-05-05) (aged 67)Arlington County, VirginiaPolitical partyDemocratic PartyAlma materCanisius College","https://en.wikipedia.org/wiki/Richard_D._McCarthy"
"1401","Henry P. Smith III","Henry P. Smith IIIMember of the U.S. House of Representativesfrom New York's 36th districtIn officeJanuary 3, 1973 – January 3, 1975Preceded byFrank HortonSucceeded byJohn J. LaFalceMember of the U.S. House of Representativesfrom New York's 40th districtIn officeJanuary 3, 1965 – January 3, 1973Preceded byWilliam E. MillerSucceeded byDistrict abolished
Personal detailsBorn(1911-09-29)September 29, 1911North Tonawanda, New YorkDiedOctober 1, 1995(1995-10-01) (aged 84)Washington, D.C.Political partyRepublican","https://en.wikipedia.org/wiki/Henry_P._Smith_III"
"1402","Bertram L. Podell","Bertram L. PodellMember of the U.S. House of Representativesfrom New York's 13th districtIn officeFebruary 20, 1968 – January 3, 1975Preceded byAbraham J. MulterSucceeded byStephen J. SolarzMember of the New York State AssemblyIn officeJanuary 1, 1955 - February 20, 1968Preceded byThomas A. DwyerSucceeded bySidney A. Lichtman
Personal detailsBornBertram Lawrence Podell(1925-12-27)December 27, 1925Brooklyn, New YorkDiedAugust 17, 2005(2005-08-17) (aged 79)New York City, New YorkPolitical partyDemocraticSpouse(s)Bernice (Bunny) PosenChildren3Alma materSt. John's UniversityBrooklyn Law SchoolProfessionAttorney","https://en.wikipedia.org/wiki/Bertram_L._Podell"
"1403","Allard K. Lowenstein","Allard K. LowensteinMember of the U.S. House of Representativesfrom New York's 5th districtIn officeJanuary 3, 1969 – January 3, 1971Preceded byHerbert TenzerSucceeded byNorman F. Lent
Personal detailsBornAllard Kenneth Lowenstein(1929-01-16)January 16, 1929Newark, New Jersey, U.S.DiedMarch 14, 1980(1980-03-14) (aged 51)New York City, New York, U.S.Political partyDemocraticSpouse(s)Jennifer LymanChildrenFrank, Thomas, Katherine","https://en.wikipedia.org/wiki/Allard_K._Lowenstein"
"1404","Shirley Chisholm","Shirley ChisholmSecretary of the House Democratic CaucusIn officeJanuary 3, 1977 – January 3, 1981LeaderTip O'NeillPreceded byPatsy MinkSucceeded byGeraldine FerraroMember of the U.S. House of Representativesfrom New York's 12th districtIn officeJanuary 3, 1969 – January 3, 1983Preceded byEdna KellySucceeded byMajor OwensMember of theNew York State AssemblyIn officeJanuary 1, 1965 – December 31, 1968Preceded byThomas JonesSucceeded byThomas R. FortuneConstituency17th district (1965)45th district (1966)55th district (1967–1968)
Personal detailsBornShirley Anita St. Hill(1924-11-30)November 30, 1924New York City, New York, U.S.DiedJanuary 1, 2005(2005-01-01) (aged 80)Ormond Beach, Florida, U.S.Resting placeForest Lawn CemeteryPolitical partyDemocraticSpouse(s)Conrad Chisholm (m. 1949; div. 1977)Arthur Hardwick, Jr.(m. 1977; his death 1986)EducationBrooklyn College (BA)Columbia University (MA)","https://en.wikipedia.org/wiki/Shirley_Chisholm"
"1405","Ed Koch","Ed Koch105th Mayor of New York CityIn officeJanuary 1, 1978 – December 31, 1989Preceded byAbraham BeameSucceeded byDavid DinkinsMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1969 – December 31, 1977Preceded byTheodore KupfermanSucceeded byBill GreenConstituency17th district (1969–73)18th district (1973–77)Member of the New York City Councilfrom the 2nd districtIn officeJanuary 1, 1967 – January 3, 1969Preceded byWoodward KingmanSucceeded byCarol Greitzer
Personal detailsBornEdward Irving Koch(1924-12-12)December 12, 1924New York City, New York, U.S.DiedFebruary 1, 2013(2013-02-01) (aged 88)New York City, New York, U.S.Political partyDemocraticEducationCity University of New York, City College (BA)New York University (LLB)SignatureMilitary serviceAllegiance United StatesBranch/service United States ArmyYears of service1943–1946Rank SergeantUnit 104th Infantry DivisionBattles/warsWorld War II • Battle of Hürtgen Forest • Battle of the BulgeAwards Combat Infantryman Badge European-African-Middle Eastern Campaign Medal World War II Victory Medal","https://en.wikipedia.org/wiki/Ed_Koch"
"1406","Mario Biaggi","Mario BiaggiMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1969 – August 5, 1988Preceded byPaul A. FinoSucceeded byEliot L. EngelConstituency19th district (1983–88)10th district (1973–83)24th district (1969–73)
Personal detailsBorn(1917-10-26)October 26, 1917New York City, New York, U.S.DiedJune 24, 2015(2015-06-24) (aged 97)The Bronx, New York, U.S.Political partyDemocraticSpouse(s)Marie Wassil(m. 1940; died 1997)ChildrenFour","https://en.wikipedia.org/wiki/Mario_Biaggi"
"1407","Martin B. McKneally","Martin B. McKneallyMember of the U.S. House of Representativesfrom New York's 27th districtIn officeJanuary 3, 1969 – January 3, 1971Preceded byJohn G. DowSucceeded byJohn G. DowNational Commander ofThe American LegionIn office1959 – 1960Preceded byPreston J. MooreSucceeded byWilliam R. Burke
Personal detailsBornMartin Boswell McKneally(1914-12-31)December 31, 1914Newburgh, New YorkDiedJune 14, 1992(1992-06-14) (aged 77)Newburgh, New YorkResting placeCedar Hill CemeteryNewburgh, New York41°34'18.8<U+2033>N 73°59'11.0<U+2033>W<U+FEFF> / <U+FEFF>41.571889°N 73.986389°W<U+FEFF> / 41.571889; -73.986389NationalityAmericanPolitical partyRepublicanAlma materCollege of the Holy CrossFordham University School of LawMilitary serviceAllegiance United StatesBranch/service United States Army
United States Army Judge Advocate General's CorpsYears of service1941-1946Rank MajorUnitHeadquarters, Central Pacific AreaBattles/warsWorld War II","https://en.wikipedia.org/wiki/Martin_B._McKneally"
"1408","Hamilton Fish IV","Hamilton Fish IVMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1969 – January 3, 1995Preceded byJoseph Y. ResnickSucceeded bySue W. KellyConstituency28th district (1969–73)25th district (1973–83)21st district (1983–93)19th district (1993–95)
Personal detailsBorn(1926-06-03)June 3, 1926Washington, D.C., U.S.DiedJuly 23, 1996(1996-07-23) (aged 70)Washington, D.C., U.S.Political partyRepublicanSpouse(s)Julia MacKenzie(m. 1951; her death 1969)Billy Laster Cline(m. 1971; her death 1985)Mary Ann Tinklepaugh(m. 1988; his death 1996)Children4 (including Hamilton V and Nick)ParentsGrace ChapinHamilton Fish IIIEducationKent SchoolAlma materHarvard UniversityNew York University (LL.B.)Military serviceAllegiance United States of AmericaBranch/service United States Navy ReserveYears of service1944–1946","https://en.wikipedia.org/wiki/Hamilton_Fish_IV"
"1409","James F. Hastings","James F. HastingsMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1969 – January 20, 1976Preceded byCharles E. GoodellSucceeded byStanley N. LundineConstituency38th district (1969–73)39th district (1973–76)Member of theNew York State SenateIn officeJanuary 1, 1966 – December 31, 1968Preceded byNone (district created)Succeeded byJess J. PresentConstituency65th district (1966)57th district (1967–68)Member of the New York State Assemblyfrom the Cattaraugus districtIn officeJanuary 1, 1963 – December 31, 1965Preceded byJeremiah J. MoriartySucceeded byNone (district eliminated)
Personal detailsBornJames Fred Hastings(1926-04-10)April 10, 1926Olean, New York, U.S.DiedOctober 24, 2014(2014-10-24) (aged 88)Allegany, New York, U.S.Political partyRepublicanSpouse(s)Barbara GaylorKathleen SmithMilitary serviceAllegiance United StatesBranch/serviceUnited States NavyYears of service1943–1946Battles/warsWorld War II","https://en.wikipedia.org/wiki/James_F._Hastings"
"1410","Norman F. Lent","Norman Frederick LentMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1971 – January 3, 1993Preceded byAllard K. LowensteinSucceeded byDavid A. LevyConstituency5th district (1971–73)4th district (1973–93)Member of theNew York State SenateIn officeJanuary 1, 1963 – December 31, 1970Preceded byDaniel G. AlbertSucceeded byNorman J. LevyConstituency2nd district (1963–65)6th district (1966)7th district (1967–70)
Personal detailsBorn(1931-03-23)March 23, 1931Oceanside, New York, U.S.DiedJune 11, 2012(2012-06-11) (aged 81)Arlington, Virginia, U.S.Political partyRepublicanSpouse(s)Barbara Morris LentResidenceArlington, Virginia West Palm Beach, FloridaAlma materHofstra University Cornell Law SchoolOccupationAttorney","https://en.wikipedia.org/wiki/Norman_F._Lent"
"1411","Charles Rangel","Charlie RangelChair of the House Ways and Means CommitteeIn officeJanuary 3, 2007 – March 3, 2010Preceded byBill ThomasSucceeded bySander LevinMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1971 – January 3, 2017Preceded byAdam Clayton Powell Jr.Succeeded byAdriano EspaillatConstituency18th district (1971–1973)19th district (1973–1983)16th district (1983–1993)15th district (1993–2013)13th district (2013–2017)Member of the New York State Assemblyfrom the 72nd districtIn officeJanuary 1, 1967 – December 31, 1970Preceded byBill GreenSucceeded byGeorge Miller
Personal detailsBornCharles Bernard Rangel (1930-06-11) June 11, 1930 (age 89)New York City, New York, U.S.Political partyDemocraticSpouse(s)Alma Carter (m. 1964)EducationNew York University (BS)St. John's University, New York (LLB)SignatureMilitary serviceAllegiance United StatesBranch/service United States ArmyYears of service1948–1952Rank Staff SergeantUnit 503rd Artillery Battalion, 2nd Infantry DivisionBattles/warsKorean War • Battle of Kunu-ri (WIA)AwardsBronze Star with valorPurple Heart","https://en.wikipedia.org/wiki/Charles_B._Rangel"
"1412","Bella Abzug","Bella AbzugMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1971 – January 3, 1977Preceded byLeonard FarbsteinSucceeded byTheodore WeissConstituency19th district (1971–73)20th district (1973–77)
Personal detailsBornBella Savitsky(1920-07-24)July 24, 1920New York City, New York, U.S.DiedMarch 31, 1998(1998-03-31) (aged 77)New York City, New York, U.S.Political partyDemocraticSpouse(s)Martin AbzugChildren2EducationCity University of New York, Hunter (BA)Columbia University (LLB)Jewish Theological Seminary","https://en.wikipedia.org/wiki/Bella_Abzug"
"1413","Herman Badillo","Herman BadilloMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1971 – December 31, 1977Preceded byJacob H. GilbertSucceeded byRobert GarciaConstituency22nd district (1971–73)21st district (1973–77)8th Borough President of The BronxIn officeDecember 28, 1965 – December 31, 1969Preceded byJoseph F. PericoniSucceeded byRobert Abrams
Personal detailsBorn(1929-08-21)August 21, 1929Caguas, Puerto RicoDiedDecember 3, 2014(2014-12-03) (aged 85)Manhattan, New York, U.S.NationalityUnited StatesPolitical partyDemocraticAlma materBrooklyn Law SchoolCity College of New YorkOccupationLawyer","https://en.wikipedia.org/wiki/Herman_Badillo"
